127.0.0.1 - - [23/Nov/2015:09:20:05 -0500] "GET / HTTP/1.1" 404 1002
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:32:25 -0500] "GET /PROYECTO_LP2/images/mision4.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:32:25 -0500] "GET /PROYECTO_LP2/images/mision5.jpg HTTP/1.1" 200 11128
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:32:25 -0500] "GET /PROYECTO_LP2/images/mision2.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:17 -0500] "GET /PROYECTO_LP2/Vision.jsp HTTP/1.1" 200 5707
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:17 -0500] "GET /PROYECTO_LP2/css/reset.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:17 -0500] "GET /PROYECTO_LP2/images/mision.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:17 -0500] "GET /PROYECTO_LP2/js/jquery.easing.1.3.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:17 -0500] "GET /PROYECTO_LP2/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:17 -0500] "GET /PROYECTO_LP2/js/jquery-1.7.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:17 -0500] "GET /PROYECTO_LP2/images/mision3.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:17 -0500] "GET /PROYECTO_LP2/images/mision5.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:17 -0500] "GET /PROYECTO_LP2/images/mision4.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:17 -0500] "GET /PROYECTO_LP2/images/mision2.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:17 -0500] "GET /PROYECTO_LP2/images/mision6.jpg HTTP/1.1" 200 12960
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:35 -0500] "GET /PROYECTO_LP2/Vision.jsp HTTP/1.1" 200 5707
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:35 -0500] "GET /PROYECTO_LP2/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:35 -0500] "GET /PROYECTO_LP2/js/jquery-1.7.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:35 -0500] "GET /PROYECTO_LP2/css/reset.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:35 -0500] "GET /PROYECTO_LP2/js/jquery.easing.1.3.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:35 -0500] "GET /PROYECTO_LP2/images/mision.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:35 -0500] "GET /PROYECTO_LP2/images/mision3.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:35 -0500] "GET /PROYECTO_LP2/images/mision2.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:35 -0500] "GET /PROYECTO_LP2/images/mision4.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:35 -0500] "GET /PROYECTO_LP2/images/mision6.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:35 -0500] "GET /PROYECTO_LP2/images/mision5.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:36 -0500] "GET /PROYECTO_LP2/Vision.jsp HTTP/1.1" 200 5707
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:36 -0500] "GET /PROYECTO_LP2/js/jquery-1.7.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:36 -0500] "GET /PROYECTO_LP2/images/mision.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:36 -0500] "GET /PROYECTO_LP2/images/mision3.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:36 -0500] "GET /PROYECTO_LP2/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:36 -0500] "GET /PROYECTO_LP2/js/jquery.easing.1.3.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:36 -0500] "GET /PROYECTO_LP2/css/reset.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:36 -0500] "GET /PROYECTO_LP2/images/mision6.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:36 -0500] "GET /PROYECTO_LP2/images/mision2.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:36 -0500] "GET /PROYECTO_LP2/images/mision4.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:36 -0500] "GET /PROYECTO_LP2/images/mision5.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:36 -0500] "GET /PROYECTO_LP2/Vision.jsp HTTP/1.1" 200 5707
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:36 -0500] "GET /PROYECTO_LP2/js/jquery.easing.1.3.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:36 -0500] "GET /PROYECTO_LP2/images/mision.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:36 -0500] "GET /PROYECTO_LP2/css/reset.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:36 -0500] "GET /PROYECTO_LP2/js/jquery-1.7.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:36 -0500] "GET /PROYECTO_LP2/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:36 -0500] "GET /PROYECTO_LP2/images/mision4.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:36 -0500] "GET /PROYECTO_LP2/images/mision3.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:36 -0500] "GET /PROYECTO_LP2/images/mision2.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:36 -0500] "GET /PROYECTO_LP2/images/mision5.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:36 -0500] "GET /PROYECTO_LP2/images/mision6.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:37 -0500] "GET /PROYECTO_LP2/Vision.jsp HTTP/1.1" 200 5707
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:37 -0500] "GET /PROYECTO_LP2/css/reset.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:37 -0500] "GET /PROYECTO_LP2/js/jquery-1.7.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:37 -0500] "GET /PROYECTO_LP2/js/jquery.easing.1.3.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:37 -0500] "GET /PROYECTO_LP2/images/mision.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:37 -0500] "GET /PROYECTO_LP2/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:37 -0500] "GET /PROYECTO_LP2/images/mision3.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:37 -0500] "GET /PROYECTO_LP2/images/mision4.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:37 -0500] "GET /PROYECTO_LP2/images/mision6.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:37 -0500] "GET /PROYECTO_LP2/images/mision2.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:37 -0500] "GET /PROYECTO_LP2/images/mision5.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:46 -0500] "GET /PROYECTO_LP2/Vision.jsp HTTP/1.1" 200 5706
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:46 -0500] "GET /PROYECTO_LP2/js/jquery.easing.1.3.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:46 -0500] "GET /PROYECTO_LP2/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:46 -0500] "GET /PROYECTO_LP2/js/jquery-1.7.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:46 -0500] "GET /PROYECTO_LP2/images/mision.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:46 -0500] "GET /PROYECTO_LP2/css/reset.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:46 -0500] "GET /PROYECTO_LP2/images/mision3.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:46 -0500] "GET /PROYECTO_LP2/images/mision4.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:46 -0500] "GET /PROYECTO_LP2/images/mision6.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:46 -0500] "GET /PROYECTO_LP2/images/mision5.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:46 -0500] "GET /PROYECTO_LP2/images/mision2.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:47 -0500] "GET /PROYECTO_LP2/Vision.jsp HTTP/1.1" 200 5706
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:47 -0500] "GET /PROYECTO_LP2/js/jquery-1.7.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:47 -0500] "GET /PROYECTO_LP2/js/jquery.easing.1.3.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:47 -0500] "GET /PROYECTO_LP2/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:47 -0500] "GET /PROYECTO_LP2/css/reset.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:47 -0500] "GET /PROYECTO_LP2/images/mision.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:47 -0500] "GET /PROYECTO_LP2/images/mision3.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:47 -0500] "GET /PROYECTO_LP2/images/mision5.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:47 -0500] "GET /PROYECTO_LP2/images/mision2.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:47 -0500] "GET /PROYECTO_LP2/images/mision4.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:47 -0500] "GET /PROYECTO_LP2/images/mision6.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:57 -0500] "GET /PROYECTO_LP2/Vision.jsp HTTP/1.1" 200 5707
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:57 -0500] "GET /PROYECTO_LP2/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:57 -0500] "GET /PROYECTO_LP2/css/reset.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:57 -0500] "GET /PROYECTO_LP2/images/mision.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:57 -0500] "GET /PROYECTO_LP2/js/jquery-1.7.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:57 -0500] "GET /PROYECTO_LP2/js/jquery.easing.1.3.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:57 -0500] "GET /PROYECTO_LP2/images/mision3.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:57 -0500] "GET /PROYECTO_LP2/images/mision2.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:57 -0500] "GET /PROYECTO_LP2/images/mision4.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:57 -0500] "GET /PROYECTO_LP2/images/mision6.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:57 -0500] "GET /PROYECTO_LP2/images/mision5.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:58 -0500] "GET /PROYECTO_LP2/Vision.jsp HTTP/1.1" 200 5707
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:58 -0500] "GET /PROYECTO_LP2/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:58 -0500] "GET /PROYECTO_LP2/css/reset.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:58 -0500] "GET /PROYECTO_LP2/js/jquery-1.7.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:58 -0500] "GET /PROYECTO_LP2/images/mision.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:58 -0500] "GET /PROYECTO_LP2/js/jquery.easing.1.3.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:58 -0500] "GET /PROYECTO_LP2/images/mision3.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:58 -0500] "GET /PROYECTO_LP2/images/mision2.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:58 -0500] "GET /PROYECTO_LP2/images/mision6.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:58 -0500] "GET /PROYECTO_LP2/images/mision5.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:58 -0500] "GET /PROYECTO_LP2/images/mision4.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:58 -0500] "GET /PROYECTO_LP2/Vision.jsp HTTP/1.1" 200 5707
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:58 -0500] "GET /PROYECTO_LP2/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:58 -0500] "GET /PROYECTO_LP2/images/mision.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:58 -0500] "GET /PROYECTO_LP2/js/jquery-1.7.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:58 -0500] "GET /PROYECTO_LP2/js/jquery.easing.1.3.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:58 -0500] "GET /PROYECTO_LP2/css/reset.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:58 -0500] "GET /PROYECTO_LP2/images/mision3.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:58 -0500] "GET /PROYECTO_LP2/images/mision2.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:58 -0500] "GET /PROYECTO_LP2/images/mision5.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:58 -0500] "GET /PROYECTO_LP2/images/mision6.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:58 -0500] "GET /PROYECTO_LP2/images/mision4.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:59 -0500] "GET /PROYECTO_LP2/Vision.jsp HTTP/1.1" 200 5707
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:59 -0500] "GET /PROYECTO_LP2/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:59 -0500] "GET /PROYECTO_LP2/js/jquery.easing.1.3.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:59 -0500] "GET /PROYECTO_LP2/images/mision.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:59 -0500] "GET /PROYECTO_LP2/js/jquery-1.7.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:59 -0500] "GET /PROYECTO_LP2/css/reset.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:59 -0500] "GET /PROYECTO_LP2/images/mision3.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:59 -0500] "GET /PROYECTO_LP2/images/mision2.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:59 -0500] "GET /PROYECTO_LP2/images/mision4.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:59 -0500] "GET /PROYECTO_LP2/images/mision5.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:59 -0500] "GET /PROYECTO_LP2/images/mision6.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:59 -0500] "GET /PROYECTO_LP2/Vision.jsp HTTP/1.1" 200 5707
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:59 -0500] "GET /PROYECTO_LP2/css/reset.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:59 -0500] "GET /PROYECTO_LP2/js/jquery-1.7.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:59 -0500] "GET /PROYECTO_LP2/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:59 -0500] "GET /PROYECTO_LP2/js/jquery.easing.1.3.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:59 -0500] "GET /PROYECTO_LP2/images/mision.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:59 -0500] "GET /PROYECTO_LP2/images/mision3.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:59 -0500] "GET /PROYECTO_LP2/images/mision4.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:59 -0500] "GET /PROYECTO_LP2/images/mision2.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:59 -0500] "GET /PROYECTO_LP2/images/mision6.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:59 -0500] "GET /PROYECTO_LP2/images/mision5.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:59 -0500] "GET /PROYECTO_LP2/Vision.jsp HTTP/1.1" 200 5707
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:59 -0500] "GET /PROYECTO_LP2/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:59 -0500] "GET /PROYECTO_LP2/js/jquery-1.7.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:59 -0500] "GET /PROYECTO_LP2/js/jquery.easing.1.3.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:59 -0500] "GET /PROYECTO_LP2/images/mision.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:59 -0500] "GET /PROYECTO_LP2/css/reset.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:59 -0500] "GET /PROYECTO_LP2/images/mision3.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:59 -0500] "GET /PROYECTO_LP2/images/mision2.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:59 -0500] "GET /PROYECTO_LP2/images/mision4.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:59 -0500] "GET /PROYECTO_LP2/images/mision6.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:34:59 -0500] "GET /PROYECTO_LP2/images/mision5.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:35:02 -0500] "GET /PROYECTO_LP2/Vision.jsp HTTP/1.1" 200 5707
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:35:02 -0500] "GET /PROYECTO_LP2/css/reset.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:35:02 -0500] "GET /PROYECTO_LP2/js/jquery.easing.1.3.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:35:02 -0500] "GET /PROYECTO_LP2/images/mision.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:35:02 -0500] "GET /PROYECTO_LP2/js/jquery-1.7.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:35:02 -0500] "GET /PROYECTO_LP2/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:35:02 -0500] "GET /PROYECTO_LP2/images/mision3.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:35:02 -0500] "GET /PROYECTO_LP2/images/mision2.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:35:02 -0500] "GET /PROYECTO_LP2/images/mision5.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:35:02 -0500] "GET /PROYECTO_LP2/images/mision4.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:35:02 -0500] "GET /PROYECTO_LP2/images/mision6.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:35:02 -0500] "GET /PROYECTO_LP2/Vision.jsp HTTP/1.1" 200 5707
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:35:02 -0500] "GET /PROYECTO_LP2/css/reset.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:35:02 -0500] "GET /PROYECTO_LP2/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:35:02 -0500] "GET /PROYECTO_LP2/js/jquery-1.7.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:35:02 -0500] "GET /PROYECTO_LP2/js/jquery.easing.1.3.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:35:02 -0500] "GET /PROYECTO_LP2/images/mision.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:35:02 -0500] "GET /PROYECTO_LP2/images/mision3.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:35:02 -0500] "GET /PROYECTO_LP2/images/mision2.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:35:02 -0500] "GET /PROYECTO_LP2/images/mision5.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:35:02 -0500] "GET /PROYECTO_LP2/images/mision4.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:35:02 -0500] "GET /PROYECTO_LP2/images/mision6.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:35:21 -0500] "GET /PROYECTO_LP2/Vision.jsp HTTP/1.1" 200 5707
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:35:21 -0500] "GET /PROYECTO_LP2/css/reset.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:35:21 -0500] "GET /PROYECTO_LP2/js/jquery.easing.1.3.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:35:21 -0500] "GET /PROYECTO_LP2/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:35:21 -0500] "GET /PROYECTO_LP2/images/mision.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:35:21 -0500] "GET /PROYECTO_LP2/js/jquery-1.7.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:35:21 -0500] "GET /PROYECTO_LP2/images/mision5.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:35:21 -0500] "GET /PROYECTO_LP2/images/mision2.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:35:21 -0500] "GET /PROYECTO_LP2/images/mision4.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:35:21 -0500] "GET /PROYECTO_LP2/images/mision6.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:35:21 -0500] "GET /PROYECTO_LP2/images/mision3.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:35:21 -0500] "GET /PROYECTO_LP2/Vision.jsp HTTP/1.1" 200 5707
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:35:21 -0500] "GET /PROYECTO_LP2/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:35:21 -0500] "GET /PROYECTO_LP2/js/jquery-1.7.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Nov/2015:12:35:21 -0500] "GET /PROYECTO_LP2/js/jquery.easing.1.3.js HTTP/1.1" 304 -
